"Id","ComponentGroup","TokenKey","CssVariable","DefaultValue","CurrentValue","Category","Description","IsActive","SortOrder","CreatedAt","UpdatedAt","Family","Variant","GroupName"
"1159","btn","outline-secondary-disabled-bg","--ds-btn-outline-secondary-disabled-bg",,NULL,"color","Button Outline Secondary Disabled Background","1","174","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1160","btn","outline-success-bg","--ds-btn-outline-success-bg","transparent",NULL,"color","Button Outline Success Background","1","175","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1161","btn","outline-success-text","--ds-btn-outline-success-text","#198754",NULL,"color","Button Outline Success Text","1","176","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1162","btn","outline-success-border","--ds-btn-outline-success-border","#198754",NULL,"color","Button Outline Success Border","1","177","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1163","btn","outline-success-hover-bg","--ds-btn-outline-success-hover-bg","#198754",NULL,"color","Button Outline Success Hover Background","1","178","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1164","btn","outline-success-hover-text","--ds-btn-outline-success-hover-text","#ffffff",NULL,"color","Button Outline Success Hover Text","1","179","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1165","btn","outline-success-hover-border","--ds-btn-outline-success-hover-border","#198754",NULL,"color","Button Outline Success Hover Border","1","180","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1166","btn","outline-success-disabled-bg","--ds-btn-outline-success-disabled-bg",,NULL,"color","Button Outline Success Disabled Background","1","181","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","success","basic-success"
"1167","btn","outline-danger-bg","--ds-btn-outline-danger-bg","transparent",NULL,"color","Button Outline Danger Background","1","182","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1168","btn","outline-danger-text","--ds-btn-outline-danger-text","#dc3545",NULL,"color","Button Outline Danger Text","1","183","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1169","btn","outline-danger-border","--ds-btn-outline-danger-border","#dc3545",NULL,"color","Button Outline Danger Border","1","184","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1170","btn","outline-danger-hover-bg","--ds-btn-outline-danger-hover-bg","#dc3545",NULL,"color","Button Outline Danger Hover Background","1","185","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1171","btn","outline-danger-hover-text","--ds-btn-outline-danger-hover-text","#ffffff",NULL,"color","Button Outline Danger Hover Text","1","186","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1172","btn","outline-danger-hover-border","--ds-btn-outline-danger-hover-border","#dc3545",NULL,"color","Button Outline Danger Hover Border","1","187","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1173","btn","outline-danger-disabled-bg","--ds-btn-outline-danger-disabled-bg",,NULL,"color","Button Outline Danger Disabled Background","1","188","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","danger","basic-danger"
"1174","btn","outline-warning-bg","--ds-btn-outline-warning-bg","transparent",NULL,"color","Button Outline Warning Background","1","189","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1175","btn","outline-warning-text","--ds-btn-outline-warning-text","#ffc107",NULL,"color","Button Outline Warning Text","1","190","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1176","btn","outline-warning-border","--ds-btn-outline-warning-border","#ffc107",NULL,"color","Button Outline Warning Border","1","191","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1177","btn","outline-warning-hover-bg","--ds-btn-outline-warning-hover-bg","#ffc107",NULL,"color","Button Outline Warning Hover Background","1","192","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1178","btn","outline-warning-hover-text","--ds-btn-outline-warning-hover-text","#212529",NULL,"color","Button Outline Warning Hover Text","1","193","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1179","btn","outline-warning-hover-border","--ds-btn-outline-warning-hover-border","#ffc107",NULL,"color","Button Outline Warning Hover Border","1","194","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1180","btn","outline-warning-disabled-bg","--ds-btn-outline-warning-disabled-bg",,NULL,"color","Button Outline Warning Disabled Background","1","195","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1181","btn","outline-info-bg","--ds-btn-outline-info-bg","transparent",NULL,"color","Button Outline Info Background","1","196","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1182","btn","outline-info-text","--ds-btn-outline-info-text","#0dcaf0",NULL,"color","Button Outline Info Text","1","197","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1183","btn","outline-info-border","--ds-btn-outline-info-border","#0dcaf0",NULL,"color","Button Outline Info Border","1","198","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1184","btn","outline-info-hover-bg","--ds-btn-outline-info-hover-bg","#0dcaf0",NULL,"color","Button Outline Info Hover Background","1","199","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1185","btn","outline-info-hover-text","--ds-btn-outline-info-hover-text","#212529",NULL,"color","Button Outline Info Hover Text","1","200","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1186","btn","outline-info-hover-border","--ds-btn-outline-info-hover-border","#0dcaf0",NULL,"color","Button Outline Info Hover Border","1","201","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1187","btn","outline-info-disabled-bg","--ds-btn-outline-info-disabled-bg",,NULL,"color","Button Outline Info Disabled Background","1","202","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1188","btn","outline-dark-bg","--ds-btn-outline-dark-bg","transparent",NULL,"color","Button Outline Dark Background","1","203","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","dark","basic-dark"
"1194","btn","outline-dark-disabled-bg","--ds-btn-outline-dark-disabled-bg",,NULL,"color","Button Outline Dark Disabled Background","1","209","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","dark","basic-dark"
"1195","btn","link-bg","--ds-btn-link-bg","transparent",NULL,"color","Button Link Background","1","210","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1196","btn","link-text","--ds-btn-link-text","#0d6efd",NULL,"color","Button Link Text","1","211","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1197","btn","link-border","--ds-btn-link-border","transparent",NULL,"color","Button Link Border","1","212","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1198","btn","link-hover-bg","--ds-btn-link-hover-bg","transparent",NULL,"color","Button Link Hover Background","1","213","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1199","btn","link-hover-text","--ds-btn-link-hover-text","#0b5ed7",NULL,"color","Button Link Hover Text","1","214","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1200","btn","link-hover-border","--ds-btn-link-hover-border","transparent",NULL,"color","Button Link Hover Border","1","215","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1201","btn","link-disabled-bg","--ds-btn-link-disabled-bg",,NULL,"color","Button Link Disabled Background","1","216","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1202","btn","link-disabled-text","--ds-btn-link-disabled-text",,NULL,"color","Button Link Disabled Text","1","217","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
"1203","btn","link-disabled-border","--ds-btn-link-disabled-border",,NULL,"color","Button Link Disabled Border","1","218","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","default","basic-default"
